X [m],Y [m],Z [m],Liquid Pressure [Pa],Gas Pressure [Pa],Liquid Saturation,Gas Saturation,Liquid Density [kg/m^3],Gas Density [kg/m^3],X_g^l,X_l^l,X_g^g,X_l^g,Temperature [C],Liquid Energy [MJ/kmol],Gas Energy [MJ/kmol],Thermodynamic State,pH,Total DOM1 [M],Total O2(aq) [M],Total HCO3- [M],Total Fe+++ [M],Total Fe++ [M],Total Tracer2 [M],Total Tracer3 [M],Total CH4(aq) [M],Total Acetate- [M],Total CH3OH [M],Total SO4-- [M],Total HS- [M],Free DOM1 [M],Free O2(aq) [M],Free HCO3- [M],Free Fe+++ [M],Free Fe++ [M],Free Tracer2 [M],Free Tracer3 [M],Free CH4(aq) [M],Free Acetate- [M],Free CH3OH [M],Free SO4-- [M],Free HS- [M],Gamma H2O,CO2(aq) [M],Fe(OH)3 VF [m^3 mnrl/m^3 bulk],Fe(OH)2 VF [m^3 mnrl/m^3 bulk],Rock(s) VF [m^3 mnrl/m^3 bulk],Fe(OH)3 Rate [mol/m^3/sec],Fe(OH)2 Rate [mol/m^3/sec],Rock(s) Rate [mol/m^3/sec],Material ID,Time Index,Time [d]
0.375,0.625,0.625,191750.1,200082.5,0.7682578,0.2317422,999.9772,2.473785,3.095605e-05,0.999969,0.9946558,0.005344181,8.0,0.6037994,6.05984,3.0,4.698377,2.594972e-14,9.999772e-26,0.03131767,5.002953e-09,8003.255,1e-15,0.0008687286,1.000051e-15,1.383127e-15,2.044456e-15,1.522249e-15,1e-15,2.594972e-14,9.999772e-26,2.977306e-05,3.658462e-09,8003.225,1e-15,0.0008687286,1.000051e-15,1.383127e-15,2.044456e-15,1.522249e-15,1e-15,1.0,0.001318702,3.15148e-05,0.7199828,0.5,6.557487e-07,-7.513844e-06,0.0,1.0,1,1.0
0.625,0.625,0.625,191750.1,200082.5,0.7682578,0.2317422,999.9772,2.473785,3.095605e-05,0.999969,0.9946558,0.005344181,8.0,0.6037994,6.05984,3.0,4.698377,2.594972e-14,9.999772e-26,0.03131767,5.002953e-09,8003.255,1e-15,0.0008687286,1.000051e-15,1.383127e-15,2.044456e-15,1.522249e-15,1e-15,2.594972e-14,9.999772e-26,2.977306e-05,3.658462e-09,8003.225,1e-15,0.0008687286,1.000051e-15,1.383127e-15,2.044456e-15,1.522249e-15,1e-15,1.0,0.001318702,3.15148e-05,0.7199828,0.5,6.557487e-07,-7.513844e-06,0.0,1.0,1,1.0
0.875,0.625,0.625,191750.1,200082.5,0.7682578,0.2317422,999.9772,2.473785,3.095605e-05,0.999969,0.9946558,0.005344181,8.0,0.6037994,6.05984,3.0,4.698377,2.594972e-14,9.999772e-26,0.03131767,5.002953e-09,8003.255,1e-15,0.0008687286,1.000051e-15,1.383127e-15,2.044456e-15,1.522249e-15,1e-15,2.594972e-14,9.999772e-26,2.977306e-05,3.658462e-09,8003.225,1e-15,0.0008687286,1.000051e-15,1.383127e-15,2.044456e-15,1.522249e-15,1e-15,1.0,0.001318702,3.15148e-05,0.7199828,0.5,6.557487e-07,-7.513844e-06,0.0,1.0,1,1.0
0.125,0.875,0.625,191750.1,200082.5,0.7682578,0.2317422,999.9772,2.473785,3.095605e-05,0.999969,0.9946558,0.005344181,8.0,0.6037994,6.05984,3.0,4.698377,2.594972e-14,9.999772e-26,0.03131767,5.002953e-09,8003.255,1e-15,0.0008687286,1.000051e-15,1.383127e-15,2.044456e-15,1.522249e-15,1e-15,2.594972e-14,9.999772e-26,2.977306e-05,3.658462e-09,8003.225,1e-15,0.0008687286,1.000051e-15,1.383127e-15,2.044456e-15,1.522249e-15,1e-15,1.0,0.001318702,3.15148e-05,0.7199828,0.5,6.557487e-07,-7.513844e-06,0.0,1.0,1,1.0
0.375,0.875,0.625,191750.1,200082.5,0.7682578,0.2317422,999.9772,2.473785,3.095605e-05,0.999969,0.9946558,0.005344181,8.0,0.6037994,6.05984,3.0,4.698377,2.594972e-14,9.999772e-26,0.03131767,5.002953e-09,8003.255,1e-15,0.0008687286,1.000051e-15,1.383127e-15,2.044456e-15,1.522249e-15,1e-15,2.594972e-14,9.999772e-26,2.977306e-05,3.658462e-09,8003.225,1e-15,0.0008687286,1.000051e-15,1.383127e-15,2.044456e-15,1.522249e-15,1e-15,1.0,0.001318702,3.15148e-05,0.7199828,0.5,6.557487e-07,-7.513844e-06,0.0,1.0,1,1.0
0.625,0.875,0.625,191750.1,200082.5,0.7682578,0.2317422,999.9772,2.473785,3.095605e-05,0.999969,0.9946558,0.005344181,8.0,0.6037994,6.05984,3.0,4.698377,2.594972e-14,9.999772e-26,0.03131767,5.002953e-09,8003.255,1e-15,0.0008687286,1.000051e-15,1.383127e-15,2.044456e-15,1.522249e-15,1e-15,2.594972e-14,9.999772e-26,2.977306e-05,3.658462e-09,8003.225,1e-15,0.0008687286,1.000051e-15,1.383127e-15,2.044456e-15,1.522249e-15,1e-15,1.0,0.001318702,3.15148e-05,0.7199828,0.5,6.557487e-07,-7.513844e-06,0.0,1.0,1,1.0
0.875,0.875,0.625,191750.1,200082.5,0.7682578,0.2317422,999.9772,2.473785,3.095605e-05,0.999969,0.9946558,0.005344181,8.0,0.6037994,6.05984,3.0,4.698377,2.594972e-14,9.999772e-26,0.03131767,5.002953e-09,8003.255,1e-15,0.0008687286,1.000051e-15,1.383127e-15,2.044456e-15,1.522249e-15,1e-15,2.594972e-14,9.999772e-26,2.977306e-05,3.658462e-09,8003.225,1e-15,0.0008687286,1.000051e-15,1.383127e-15,2.044456e-15,1.522249e-15,1e-15,1.0,0.001318702,3.15148e-05,0.7199828,0.5,6.557487e-07,-7.513844e-06,0.0,1.0,1,1.0
0.125,0.125,0.875,192817.1,200041.6,0.8105934,0.1894066,999.9772,2.473279,3.094969e-05,0.9999691,0.9946547,0.005345274,8.0,0.6037994,6.059881,3.0,4.696882,9.334074e-15,1.729428e-10,0.03131767,2.721167e-07,8003.255,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,9.334074e-15,1.729428e-10,2.986682e-05,1.990071e-07,8003.225,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,1.0,0.001327414,0.01582099,0.7199828,0.5,0.005319085,-7.530893e-06,0.0,1.0,1,1.0
0.375,0.125,0.875,192817.1,200041.6,0.8105934,0.1894066,999.9772,2.473279,3.094969e-05,0.9999691,0.9946547,0.005345274,8.0,0.6037994,6.059881,3.0,4.696882,9.334074e-15,1.729428e-10,0.03131767,2.721167e-07,8003.255,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,9.334074e-15,1.729428e-10,2.986682e-05,1.990071e-07,8003.225,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,1.0,0.001327414,0.01582099,0.7199828,0.5,0.005319085,-7.530893e-06,0.0,1.0,1,1.0
0.625,0.125,0.875,192817.1,200041.6,0.8105934,0.1894066,999.9772,2.473279,3.094969e-05,0.9999691,0.9946547,0.005345274,8.0,0.6037994,6.059881,3.0,4.696882,9.334074e-15,1.729428e-10,0.03131767,2.721167e-07,8003.255,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,9.334074e-15,1.729428e-10,2.986682e-05,1.990071e-07,8003.225,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,1.0,0.001327414,0.01582099,0.7199828,0.5,0.005319085,-7.530893e-06,0.0,1.0,1,1.0
0.875,0.125,0.875,192817.1,200041.6,0.8105934,0.1894066,999.9772,2.473279,3.094969e-05,0.9999691,0.9946547,0.005345274,8.0,0.6037994,6.059881,3.0,4.696882,9.334074e-15,1.729428e-10,0.03131767,2.721167e-07,8003.255,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,9.334074e-15,1.729428e-10,2.986682e-05,1.990071e-07,8003.225,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,1.0,0.001327414,0.01582099,0.7199828,0.5,0.005319085,-7.530893e-06,0.0,1.0,1,1.0
0.125,0.375,0.875,192817.1,200041.6,0.8105934,0.1894066,999.9772,2.473279,3.094969e-05,0.9999691,0.9946547,0.005345274,8.0,0.6037994,6.059881,3.0,4.696882,9.334074e-15,1.729428e-10,0.03131767,2.721167e-07,8003.255,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,9.334074e-15,1.729428e-10,2.986682e-05,1.990071e-07,8003.225,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,1.0,0.001327414,0.01582099,0.7199828,0.5,0.005319085,-7.530893e-06,0.0,1.0,1,1.0
0.375,0.375,0.875,192817.1,200041.6,0.8105934,0.1894066,999.9772,2.473279,3.094969e-05,0.9999691,0.9946547,0.005345274,8.0,0.6037994,6.059881,3.0,4.696882,9.334074e-15,1.729428e-10,0.03131767,2.721167e-07,8003.255,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,9.334074e-15,1.729428e-10,2.986682e-05,1.990071e-07,8003.225,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,1.0,0.001327414,0.01582099,0.7199828,0.5,0.005319085,-7.530893e-06,0.0,1.0,1,1.0
0.625,0.375,0.875,192817.1,200041.6,0.8105934,0.1894066,999.9772,2.473279,3.094969e-05,0.9999691,0.9946547,0.005345274,8.0,0.6037994,6.059881,3.0,4.696882,9.334074e-15,1.729428e-10,0.03131767,2.721167e-07,8003.255,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,9.334074e-15,1.729428e-10,2.986682e-05,1.990071e-07,8003.225,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,1.0,0.001327414,0.01582099,0.7199828,0.5,0.005319085,-7.530893e-06,0.0,1.0,1,1.0
0.875,0.375,0.875,192817.1,200041.6,0.8105934,0.1894066,999.9772,2.473279,3.094969e-05,0.9999691,0.9946547,0.005345274,8.0,0.6037994,6.059881,3.0,4.696882,9.334074e-15,1.729428e-10,0.03131767,2.721167e-07,8003.255,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,9.334074e-15,1.729428e-10,2.986682e-05,1.990071e-07,8003.225,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,1.0,0.001327414,0.01582099,0.7199828,0.5,0.005319085,-7.530893e-06,0.0,1.0,1,1.0
0.125,0.625,0.875,192817.1,200041.6,0.8105934,0.1894066,999.9772,2.473279,3.094969e-05,0.9999691,0.9946547,0.005345274,8.0,0.6037994,6.059881,3.0,4.696882,9.334074e-15,1.729428e-10,0.03131767,2.721167e-07,8003.255,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,9.334074e-15,1.729428e-10,2.986682e-05,1.990071e-07,8003.225,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,1.0,0.001327414,0.01582099,0.7199828,0.5,0.005319085,-7.530893e-06,0.0,1.0,1,1.0
0.375,0.625,0.875,192817.1,200041.6,0.8105934,0.1894066,999.9772,2.473279,3.094969e-05,0.9999691,0.9946547,0.005345274,8.0,0.6037994,6.059881,3.0,4.696882,9.334074e-15,1.729428e-10,0.03131767,2.721167e-07,8003.255,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,9.334074e-15,1.729428e-10,2.986682e-05,1.990071e-07,8003.225,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,1.0,0.001327414,0.01582099,0.7199828,0.5,0.005319085,-7.530893e-06,0.0,1.0,1,1.0
0.625,0.625,0.875,192817.1,200041.6,0.8105934,0.1894066,999.9772,2.473279,3.094969e-05,0.9999691,0.9946547,0.005345274,8.0,0.6037994,6.059881,3.0,4.696882,9.334074e-15,1.729428e-10,0.03131767,2.721167e-07,8003.255,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,9.334074e-15,1.729428e-10,2.986682e-05,1.990071e-07,8003.225,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,1.0,0.001327414,0.01582099,0.7199828,0.5,0.005319085,-7.530893e-06,0.0,1.0,1,1.0
0.875,0.625,0.875,192817.1,200041.6,0.8105934,0.1894066,999.9772,2.473279,3.094969e-05,0.9999691,0.9946547,0.005345274,8.0,0.6037994,6.059881,3.0,4.696882,9.334074e-15,1.729428e-10,0.03131767,2.721167e-07,8003.255,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,9.334074e-15,1.729428e-10,2.986682e-05,1.990071e-07,8003.225,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,1.0,0.001327414,0.01582099,0.7199828,0.5,0.005319085,-7.530893e-06,0.0,1.0,1,1.0
0.125,0.875,0.875,192817.1,200041.6,0.8105934,0.1894066,999.9772,2.473279,3.094969e-05,0.9999691,0.9946547,0.005345274,8.0,0.6037994,6.059881,3.0,4.696882,9.334074e-15,1.729428e-10,0.03131767,2.721167e-07,8003.255,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,9.334074e-15,1.729428e-10,2.986682e-05,1.990071e-07,8003.225,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,1.0,0.001327414,0.01582099,0.7199828,0.5,0.005319085,-7.530893e-06,0.0,1.0,1,1.0
0.375,0.875,0.875,192817.1,200041.6,0.8105934,0.1894066,999.9772,2.473279,3.094969e-05,0.9999691,0.9946547,0.005345274,8.0,0.6037994,6.059881,3.0,4.696882,9.334074e-15,1.729428e-10,0.03131767,2.721167e-07,8003.255,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,9.334074e-15,1.729428e-10,2.986682e-05,1.990071e-07,8003.225,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,1.0,0.001327414,0.01582099,0.7199828,0.5,0.005319085,-7.530893e-06,0.0,1.0,1,1.0
0.625,0.875,0.875,192817.1,200041.6,0.8105934,0.1894066,999.9772,2.473279,3.094969e-05,0.9999691,0.9946547,0.005345274,8.0,0.6037994,6.059881,3.0,4.696882,9.334074e-15,1.729428e-10,0.03131767,2.721167e-07,8003.255,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,9.334074e-15,1.729428e-10,2.986682e-05,1.990071e-07,8003.225,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,1.0,0.001327414,0.01582099,0.7199828,0.5,0.005319085,-7.530893e-06,0.0,1.0,1,1.0
0.875,0.875,0.875,192817.1,200041.6,0.8105934,0.1894066,999.9772,2.473279,3.094969e-05,0.9999691,0.9946547,0.005345274,8.0,0.6037994,6.059881,3.0,4.696882,9.334074e-15,1.729428e-10,0.03131767,2.721167e-07,8003.255,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,9.334074e-15,1.729428e-10,2.986682e-05,1.990071e-07,8003.225,1e-15,0.0008688475,1.000017e-15,1.127979e-15,1.348884e-15,1.174449e-15,1e-15,1.0,0.001327414,0.01582099,0.7199828,0.5,0.005319085,-7.530893e-06,0.0,1.0,1,1.0
0.125,0.125,0.125,192459.8,200141.3,0.7930369,0.2069631,999.9772,2.474514,3.09652e-05,0.999969,0.9946574,0.00534261,8.0,0.6037993,6.059782,3.0,4.699924,1.000296e-15,9.999772e-26,0.03131767,4.917993e-09,8003.255,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000296e-15,9.999772e-26,2.967613e-05,3.595985e-09,8003.225,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001309734,2.960788e-05,0.7199656,0.5,4.331632e-11,-7.496064e-06,0.0,1.0,2,2.0
0.375,0.125,0.125,192459.8,200141.3,0.7930369,0.2069631,999.9772,2.474514,3.09652e-05,0.999969,0.9946574,0.00534261,8.0,0.6037993,6.059782,3.0,4.699924,1.000296e-15,9.999772e-26,0.03131767,4.917993e-09,8003.255,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000296e-15,9.999772e-26,2.967613e-05,3.595985e-09,8003.225,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001309734,2.960788e-05,0.7199656,0.5,4.331632e-11,-7.496064e-06,0.0,1.0,2,2.0
0.625,0.125,0.125,192459.8,200141.3,0.7930369,0.2069631,999.9772,2.474514,3.09652e-05,0.999969,0.9946574,0.00534261,8.0,0.6037993,6.059782,3.0,4.699924,1.000296e-15,9.999772e-26,0.03131767,4.917993e-09,8003.255,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000296e-15,9.999772e-26,2.967613e-05,3.595985e-09,8003.225,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001309734,2.960788e-05,0.7199656,0.5,4.331632e-11,-7.496064e-06,0.0,1.0,2,2.0
0.875,0.125,0.125,192459.8,200141.3,0.7930369,0.2069631,999.9772,2.474514,3.09652e-05,0.999969,0.9946574,0.00534261,8.0,0.6037993,6.059782,3.0,4.699924,1.000296e-15,9.999772e-26,0.03131767,4.917993e-09,8003.255,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000296e-15,9.999772e-26,2.967613e-05,3.595985e-09,8003.225,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001309734,2.960788e-05,0.7199656,0.5,4.331632e-11,-7.496064e-06,0.0,1.0,2,2.0
0.125,0.375,0.125,192459.8,200141.3,0.7930369,0.2069631,999.9772,2.474514,3.09652e-05,0.999969,0.9946574,0.00534261,8.0,0.6037993,6.059782,3.0,4.699924,1.000296e-15,9.999772e-26,0.03131767,4.917993e-09,8003.255,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000296e-15,9.999772e-26,2.967613e-05,3.595985e-09,8003.225,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001309734,2.960788e-05,0.7199656,0.5,4.331632e-11,-7.496064e-06,0.0,1.0,2,2.0
0.375,0.375,0.125,192459.8,200141.3,0.7930369,0.2069631,999.9772,2.474514,3.09652e-05,0.999969,0.9946574,0.00534261,8.0,0.6037993,6.059782,3.0,4.699924,1.000296e-15,9.999772e-26,0.03131767,4.917993e-09,8003.255,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000296e-15,9.999772e-26,2.967613e-05,3.595985e-09,8003.225,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001309734,2.960788e-05,0.7199656,0.5,4.331632e-11,-7.496064e-06,0.0,1.0,2,2.0
0.625,0.375,0.125,192459.8,200141.3,0.7930369,0.2069631,999.9772,2.474514,3.09652e-05,0.999969,0.9946574,0.00534261,8.0,0.6037993,6.059782,3.0,4.699924,1.000296e-15,9.999772e-26,0.03131767,4.917993e-09,8003.255,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000296e-15,9.999772e-26,2.967613e-05,3.595985e-09,8003.225,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001309734,2.960788e-05,0.7199656,0.5,4.331632e-11,-7.496064e-06,0.0,1.0,2,2.0
0.875,0.375,0.125,192459.8,200141.3,0.7930369,0.2069631,999.9772,2.474514,3.09652e-05,0.999969,0.9946574,0.00534261,8.0,0.6037993,6.059782,3.0,4.699924,1.000296e-15,9.999772e-26,0.03131767,4.917993e-09,8003.255,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000296e-15,9.999772e-26,2.967613e-05,3.595985e-09,8003.225,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001309734,2.960788e-05,0.7199656,0.5,4.331632e-11,-7.496064e-06,0.0,1.0,2,2.0
0.125,0.625,0.125,192459.8,200141.3,0.7930369,0.2069631,999.9772,2.474514,3.09652e-05,0.999969,0.9946574,0.00534261,8.0,0.6037993,6.059782,3.0,4.699924,1.000296e-15,9.999772e-26,0.03131767,4.917993e-09,8003.255,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000296e-15,9.999772e-26,2.967613e-05,3.595985e-09,8003.225,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001309734,2.960788e-05,0.7199656,0.5,4.331632e-11,-7.496064e-06,0.0,1.0,2,2.0
0.375,0.625,0.125,192459.8,200141.3,0.7930369,0.2069631,999.9772,2.474514,3.09652e-05,0.999969,0.9946574,0.00534261,8.0,0.6037993,6.059782,3.0,4.699924,1.000296e-15,9.999772e-26,0.03131767,4.917993e-09,8003.255,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000296e-15,9.999772e-26,2.967613e-05,3.595985e-09,8003.225,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001309734,2.960788e-05,0.7199656,0.5,4.331632e-11,-7.496064e-06,0.0,1.0,2,2.0
0.625,0.625,0.125,192459.8,200141.3,0.7930369,0.2069631,999.9772,2.474514,3.09652e-05,0.999969,0.9946574,0.00534261,8.0,0.6037993,6.059782,3.0,4.699924,1.000296e-15,9.999772e-26,0.03131767,4.917993e-09,8003.255,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000296e-15,9.999772e-26,2.967613e-05,3.595985e-09,8003.225,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001309734,2.960788e-05,0.7199656,0.5,4.331632e-11,-7.496064e-06,0.0,1.0,2,2.0
0.875,0.625,0.125,192459.8,200141.3,0.7930369,0.2069631,999.9772,2.474514,3.09652e-05,0.999969,0.9946574,0.00534261,8.0,0.6037993,6.059782,3.0,4.699924,1.000296e-15,9.999772e-26,0.03131767,4.917993e-09,8003.255,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000296e-15,9.999772e-26,2.967613e-05,3.595985e-09,8003.225,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001309734,2.960788e-05,0.7199656,0.5,4.331632e-11,-7.496064e-06,0.0,1.0,2,2.0
0.125,0.875,0.125,192459.8,200141.3,0.7930369,0.2069631,999.9772,2.474514,3.09652e-05,0.999969,0.9946574,0.00534261,8.0,0.6037993,6.059782,3.0,4.699924,1.000296e-15,9.999772e-26,0.03131767,4.917993e-09,8003.255,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000296e-15,9.999772e-26,2.967613e-05,3.595985e-09,8003.225,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001309734,2.960788e-05,0.7199656,0.5,4.331632e-11,-7.496064e-06,0.0,1.0,2,2.0
0.375,0.875,0.125,192459.8,200141.3,0.7930369,0.2069631,999.9772,2.474514,3.09652e-05,0.999969,0.9946574,0.00534261,8.0,0.6037993,6.059782,3.0,4.699924,1.000296e-15,9.999772e-26,0.03131767,4.917993e-09,8003.255,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000296e-15,9.999772e-26,2.967613e-05,3.595985e-09,8003.225,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001309734,2.960788e-05,0.7199656,0.5,4.331632e-11,-7.496064e-06,0.0,1.0,2,2.0
0.625,0.875,0.125,192459.8,200141.3,0.7930369,0.2069631,999.9772,2.474514,3.09652e-05,0.999969,0.9946574,0.00534261,8.0,0.6037993,6.059782,3.0,4.699924,1.000296e-15,9.999772e-26,0.03131767,4.917993e-09,8003.255,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000296e-15,9.999772e-26,2.967613e-05,3.595985e-09,8003.225,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001309734,2.960788e-05,0.7199656,0.5,4.331632e-11,-7.496064e-06,0.0,1.0,2,2.0
0.875,0.875,0.125,192459.8,200141.3,0.7930369,0.2069631,999.9772,2.474514,3.09652e-05,0.999969,0.9946574,0.00534261,8.0,0.6037993,6.059782,3.0,4.699924,1.000296e-15,9.999772e-26,0.03131767,4.917993e-09,8003.255,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.000296e-15,9.999772e-26,2.967613e-05,3.595985e-09,8003.225,1e-15,0.0008740754,9.999997e-16,1.000037e-15,1e-15,1e-15,1e-15,1.0,0.001309734,2.960788e-05,0.7199656,0.5,4.331632e-11,-7.496064e-06,0.0,1.0,2,2.0
0.125,0.125,0.375,191880.0,200119.0,0.7717901,0.2282099,999.9772,2.474238,3.096173e-05,0.999969,0.9946568,0.005343206,8.0,0.6037994,6.059804,3.0,4.699395,1.000258e-15,9.999772e-26,0.03131767,4.935839e-09,8003.255,1e-15,0.0008740899,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000258e-15,9.999772e-26,2.970924e-05,3.609154e-09,8003.225,1e-15,0.0008740899,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001312794,2.960974e-05,0.7199656,0.5,1.244884e-10,-7.502157e-06,0.0,1.0,2,2.0
0.375,0.125,0.375,191880.0,200119.0,0.7717901,0.2282099,999.9772,2.474238,3.096173e-05,0.999969,0.9946568,0.005343206,8.0,0.6037994,6.059804,3.0,4.699395,1.000258e-15,9.999772e-26,0.03131767,4.935839e-09,8003.255,1e-15,0.0008740899,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000258e-15,9.999772e-26,2.970924e-05,3.609154e-09,8003.225,1e-15,0.0008740899,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001312794,2.960974e-05,0.7199656,0.5,1.244884e-10,-7.502157e-06,0.0,1.0,2,2.0
0.625,0.125,0.375,191880.0,200119.0,0.7717901,0.2282099,999.9772,2.474238,3.096173e-05,0.999969,0.9946568,0.005343206,8.0,0.6037994,6.059804,3.0,4.699395,1.000258e-15,9.999772e-26,0.03131767,4.935839e-09,8003.255,1e-15,0.0008740899,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.000258e-15,9.999772e-26,2.970924e-05,3.609154e-09,8003.225,1e-15,0.0008740899,9.999998e-16,1.000032e-15,1e-15,1e-15,1e-15,1.0,0.001312794,2.960974e-05,0.7199656,0.5,1.244884e-10,-7.502157e-06,0.0,1.0,2,2.0
