X [m],Y [m],Z [m],Liquid Pressure [Pa],Gas Pressure [Pa],Liquid Saturation,Gas Saturation,Liquid Density [kg/m^3],Gas Density [kg/m^3],X_g^l,X_l^l,X_g^g,X_l^g,Temperature [C],Liquid Energy [MJ/kmol],Gas Energy [MJ/kmol],Thermodynamic State,pH,Total DOM1 [M],Total O2(aq) [M],Total HCO3- [M],Total Fe+++ [M],Total Fe++ [M],Total Tracer2 [M],Total Tracer3 [M],Total CH4(aq) [M],Total Acetate- [M],Total CH3OH [M],Total SO4-- [M],Total HS- [M],Free DOM1 [M],Free O2(aq) [M],Free HCO3- [M],Free Fe+++ [M],Free Fe++ [M],Free Tracer2 [M],Free Tracer3 [M],Free CH4(aq) [M],Free Acetate- [M],Free CH3OH [M],Free SO4-- [M],Free HS- [M],Gamma H2O,CO2(aq) [M],Fe(OH)3 VF [m^3 mnrl/m^3 bulk],Fe(OH)2 VF [m^3 mnrl/m^3 bulk],Rock(s) VF [m^3 mnrl/m^3 bulk],Fe(OH)3 Rate [mol/m^3/sec],Fe(OH)2 Rate [mol/m^3/sec],Rock(s) Rate [mol/m^3/sec],Material ID,Time Index,Time [d]
0.625,0.125,0.625,193100.7,200091.5,0.8195868,0.1804132,999.9772,2.473897,3.095746e-05,0.999969,0.9946561,0.00534394,8.0,0.6037994,6.059831,3.0,4.6983,1.000184e-15,9.999772e-26,0.03131767,5.007271e-09,8003.255,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000184e-15,9.999772e-26,2.97779e-05,3.661638e-09,8003.225,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.001319151,3.755099e-05,0.7199313,0.5,6.894142e-07,-7.514728e-06,0.0,1.0,4,4.0
0.875,0.125,0.625,193100.7,200091.5,0.8195868,0.1804132,999.9772,2.473897,3.095746e-05,0.999969,0.9946561,0.00534394,8.0,0.6037994,6.059831,3.0,4.6983,1.000184e-15,9.999772e-26,0.03131767,5.007271e-09,8003.255,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000184e-15,9.999772e-26,2.97779e-05,3.661638e-09,8003.225,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.001319151,3.755099e-05,0.7199313,0.5,6.894142e-07,-7.514728e-06,0.0,1.0,4,4.0
0.125,0.375,0.625,193100.7,200091.5,0.8195868,0.1804132,999.9772,2.473897,3.095746e-05,0.999969,0.9946561,0.00534394,8.0,0.6037994,6.059831,3.0,4.6983,1.000184e-15,9.999772e-26,0.03131767,5.007271e-09,8003.255,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000184e-15,9.999772e-26,2.97779e-05,3.661638e-09,8003.225,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.001319151,3.755099e-05,0.7199313,0.5,6.894142e-07,-7.514728e-06,0.0,1.0,4,4.0
0.375,0.375,0.625,193100.7,200091.5,0.8195868,0.1804132,999.9772,2.473897,3.095746e-05,0.999969,0.9946561,0.00534394,8.0,0.6037994,6.059831,3.0,4.6983,1.000184e-15,9.999772e-26,0.03131767,5.007271e-09,8003.255,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000184e-15,9.999772e-26,2.97779e-05,3.661638e-09,8003.225,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.001319151,3.755099e-05,0.7199313,0.5,6.894142e-07,-7.514728e-06,0.0,1.0,4,4.0
0.625,0.375,0.625,193100.7,200091.5,0.8195868,0.1804132,999.9772,2.473897,3.095746e-05,0.999969,0.9946561,0.00534394,8.0,0.6037994,6.059831,3.0,4.6983,1.000184e-15,9.999772e-26,0.03131767,5.007271e-09,8003.255,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000184e-15,9.999772e-26,2.97779e-05,3.661638e-09,8003.225,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.001319151,3.755099e-05,0.7199313,0.5,6.894142e-07,-7.514728e-06,0.0,1.0,4,4.0
0.875,0.375,0.625,193100.7,200091.5,0.8195868,0.1804132,999.9772,2.473897,3.095746e-05,0.999969,0.9946561,0.00534394,8.0,0.6037994,6.059831,3.0,4.6983,1.000184e-15,9.999772e-26,0.03131767,5.007271e-09,8003.255,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000184e-15,9.999772e-26,2.97779e-05,3.661638e-09,8003.225,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.001319151,3.755099e-05,0.7199313,0.5,6.894142e-07,-7.514728e-06,0.0,1.0,4,4.0
0.125,0.625,0.625,193100.7,200091.5,0.8195868,0.1804132,999.9772,2.473897,3.095746e-05,0.999969,0.9946561,0.00534394,8.0,0.6037994,6.059831,3.0,4.6983,1.000184e-15,9.999772e-26,0.03131767,5.007271e-09,8003.255,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000184e-15,9.999772e-26,2.97779e-05,3.661638e-09,8003.225,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.001319151,3.755099e-05,0.7199313,0.5,6.894142e-07,-7.514728e-06,0.0,1.0,4,4.0
0.375,0.625,0.625,193100.7,200091.5,0.8195868,0.1804132,999.9772,2.473897,3.095746e-05,0.999969,0.9946561,0.00534394,8.0,0.6037994,6.059831,3.0,4.6983,1.000184e-15,9.999772e-26,0.03131767,5.007271e-09,8003.255,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000184e-15,9.999772e-26,2.97779e-05,3.661638e-09,8003.225,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.001319151,3.755099e-05,0.7199313,0.5,6.894142e-07,-7.514728e-06,0.0,1.0,4,4.0
0.625,0.625,0.625,193100.7,200091.5,0.8195868,0.1804132,999.9772,2.473897,3.095746e-05,0.999969,0.9946561,0.00534394,8.0,0.6037994,6.059831,3.0,4.6983,1.000184e-15,9.999772e-26,0.03131767,5.007271e-09,8003.255,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000184e-15,9.999772e-26,2.97779e-05,3.661638e-09,8003.225,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.001319151,3.755099e-05,0.7199313,0.5,6.894142e-07,-7.514728e-06,0.0,1.0,4,4.0
0.875,0.625,0.625,193100.7,200091.5,0.8195868,0.1804132,999.9772,2.473897,3.095746e-05,0.999969,0.9946561,0.00534394,8.0,0.6037994,6.059831,3.0,4.6983,1.000184e-15,9.999772e-26,0.03131767,5.007271e-09,8003.255,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000184e-15,9.999772e-26,2.97779e-05,3.661638e-09,8003.225,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.001319151,3.755099e-05,0.7199313,0.5,6.894142e-07,-7.514728e-06,0.0,1.0,4,4.0
0.125,0.875,0.625,193100.7,200091.5,0.8195868,0.1804132,999.9772,2.473897,3.095746e-05,0.999969,0.9946561,0.00534394,8.0,0.6037994,6.059831,3.0,4.6983,1.000184e-15,9.999772e-26,0.03131767,5.007271e-09,8003.255,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000184e-15,9.999772e-26,2.97779e-05,3.661638e-09,8003.225,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.001319151,3.755099e-05,0.7199313,0.5,6.894142e-07,-7.514728e-06,0.0,1.0,4,4.0
0.375,0.875,0.625,193100.7,200091.5,0.8195868,0.1804132,999.9772,2.473897,3.095746e-05,0.999969,0.9946561,0.00534394,8.0,0.6037994,6.059831,3.0,4.6983,1.000184e-15,9.999772e-26,0.03131767,5.007271e-09,8003.255,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000184e-15,9.999772e-26,2.97779e-05,3.661638e-09,8003.225,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.001319151,3.755099e-05,0.7199313,0.5,6.894142e-07,-7.514728e-06,0.0,1.0,4,4.0
0.625,0.875,0.625,193100.7,200091.5,0.8195868,0.1804132,999.9772,2.473897,3.095746e-05,0.999969,0.9946561,0.00534394,8.0,0.6037994,6.059831,3.0,4.6983,1.000184e-15,9.999772e-26,0.03131767,5.007271e-09,8003.255,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000184e-15,9.999772e-26,2.97779e-05,3.661638e-09,8003.225,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.001319151,3.755099e-05,0.7199313,0.5,6.894142e-07,-7.514728e-06,0.0,1.0,4,4.0
0.875,0.875,0.625,193100.7,200091.5,0.8195868,0.1804132,999.9772,2.473897,3.095746e-05,0.999969,0.9946561,0.00534394,8.0,0.6037994,6.059831,3.0,4.6983,1.000184e-15,9.999772e-26,0.03131767,5.007271e-09,8003.255,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.000184e-15,9.999772e-26,2.97779e-05,3.661638e-09,8003.225,1e-15,0.0008776793,9.999998e-16,1.000023e-15,1e-15,1e-15,1e-15,1.0,0.001319151,3.755099e-05,0.7199313,0.5,6.894142e-07,-7.514728e-06,0.0,1.0,4,4.0
0.125,0.125,0.875,193574.3,200034.9,0.8399516,0.1600484,999.9772,2.473196,3.094866e-05,0.9999691,0.9946545,0.005345452,8.0,0.6037994,6.059887,3.0,4.696882,1.000073e-15,1.561136e-10,0.03131767,2.720974e-07,8003.255,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.000073e-15,1.561136e-10,2.986682e-05,1.98993e-07,8003.225,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.0,0.001327414,0.06319083,0.7199312,0.5,0.0053187,-7.530893e-06,0.0,1.0,4,4.0
0.375,0.125,0.875,193574.3,200034.9,0.8399516,0.1600484,999.9772,2.473196,3.094866e-05,0.9999691,0.9946545,0.005345452,8.0,0.6037994,6.059887,3.0,4.696882,1.000073e-15,1.561136e-10,0.03131767,2.720974e-07,8003.255,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.000073e-15,1.561136e-10,2.986682e-05,1.98993e-07,8003.225,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.0,0.001327414,0.06319083,0.7199312,0.5,0.0053187,-7.530893e-06,0.0,1.0,4,4.0
0.625,0.125,0.875,193574.3,200034.9,0.8399516,0.1600484,999.9772,2.473196,3.094866e-05,0.9999691,0.9946545,0.005345452,8.0,0.6037994,6.059887,3.0,4.696882,1.000073e-15,1.561136e-10,0.03131767,2.720974e-07,8003.255,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.000073e-15,1.561136e-10,2.986682e-05,1.98993e-07,8003.225,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.0,0.001327414,0.06319083,0.7199312,0.5,0.0053187,-7.530893e-06,0.0,1.0,4,4.0
0.875,0.125,0.875,193574.3,200034.9,0.8399516,0.1600484,999.9772,2.473196,3.094866e-05,0.9999691,0.9946545,0.005345452,8.0,0.6037994,6.059887,3.0,4.696882,1.000073e-15,1.561136e-10,0.03131767,2.720974e-07,8003.255,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.000073e-15,1.561136e-10,2.986682e-05,1.98993e-07,8003.225,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.0,0.001327414,0.06319083,0.7199312,0.5,0.0053187,-7.530893e-06,0.0,1.0,4,4.0
0.125,0.375,0.875,193574.3,200034.9,0.8399516,0.1600484,999.9772,2.473196,3.094866e-05,0.9999691,0.9946545,0.005345452,8.0,0.6037994,6.059887,3.0,4.696882,1.000073e-15,1.561136e-10,0.03131767,2.720974e-07,8003.255,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.000073e-15,1.561136e-10,2.986682e-05,1.98993e-07,8003.225,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.0,0.001327414,0.06319083,0.7199312,0.5,0.0053187,-7.530893e-06,0.0,1.0,4,4.0
0.375,0.375,0.875,193574.3,200034.9,0.8399516,0.1600484,999.9772,2.473196,3.094866e-05,0.9999691,0.9946545,0.005345452,8.0,0.6037994,6.059887,3.0,4.696882,1.000073e-15,1.561136e-10,0.03131767,2.720974e-07,8003.255,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.000073e-15,1.561136e-10,2.986682e-05,1.98993e-07,8003.225,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.0,0.001327414,0.06319083,0.7199312,0.5,0.0053187,-7.530893e-06,0.0,1.0,4,4.0
0.625,0.375,0.875,193574.3,200034.9,0.8399516,0.1600484,999.9772,2.473196,3.094866e-05,0.9999691,0.9946545,0.005345452,8.0,0.6037994,6.059887,3.0,4.696882,1.000073e-15,1.561136e-10,0.03131767,2.720974e-07,8003.255,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.000073e-15,1.561136e-10,2.986682e-05,1.98993e-07,8003.225,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.0,0.001327414,0.06319083,0.7199312,0.5,0.0053187,-7.530893e-06,0.0,1.0,4,4.0
0.875,0.375,0.875,193574.3,200034.9,0.8399516,0.1600484,999.9772,2.473196,3.094866e-05,0.9999691,0.9946545,0.005345452,8.0,0.6037994,6.059887,3.0,4.696882,1.000073e-15,1.561136e-10,0.03131767,2.720974e-07,8003.255,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.000073e-15,1.561136e-10,2.986682e-05,1.98993e-07,8003.225,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.0,0.001327414,0.06319083,0.7199312,0.5,0.0053187,-7.530893e-06,0.0,1.0,4,4.0
0.125,0.625,0.875,193574.3,200034.9,0.8399516,0.1600484,999.9772,2.473196,3.094866e-05,0.9999691,0.9946545,0.005345452,8.0,0.6037994,6.059887,3.0,4.696882,1.000073e-15,1.561136e-10,0.03131767,2.720974e-07,8003.255,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.000073e-15,1.561136e-10,2.986682e-05,1.98993e-07,8003.225,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.0,0.001327414,0.06319083,0.7199312,0.5,0.0053187,-7.530893e-06,0.0,1.0,4,4.0
0.375,0.625,0.875,193574.3,200034.9,0.8399516,0.1600484,999.9772,2.473196,3.094866e-05,0.9999691,0.9946545,0.005345452,8.0,0.6037994,6.059887,3.0,4.696882,1.000073e-15,1.561136e-10,0.03131767,2.720974e-07,8003.255,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.000073e-15,1.561136e-10,2.986682e-05,1.98993e-07,8003.225,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.0,0.001327414,0.06319083,0.7199312,0.5,0.0053187,-7.530893e-06,0.0,1.0,4,4.0
0.625,0.625,0.875,193574.3,200034.9,0.8399516,0.1600484,999.9772,2.473196,3.094866e-05,0.9999691,0.9946545,0.005345452,8.0,0.6037994,6.059887,3.0,4.696882,1.000073e-15,1.561136e-10,0.03131767,2.720974e-07,8003.255,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.000073e-15,1.561136e-10,2.986682e-05,1.98993e-07,8003.225,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.0,0.001327414,0.06319083,0.7199312,0.5,0.0053187,-7.530893e-06,0.0,1.0,4,4.0
0.875,0.625,0.875,193574.3,200034.9,0.8399516,0.1600484,999.9772,2.473196,3.094866e-05,0.9999691,0.9946545,0.005345452,8.0,0.6037994,6.059887,3.0,4.696882,1.000073e-15,1.561136e-10,0.03131767,2.720974e-07,8003.255,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.000073e-15,1.561136e-10,2.986682e-05,1.98993e-07,8003.225,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.0,0.001327414,0.06319083,0.7199312,0.5,0.0053187,-7.530893e-06,0.0,1.0,4,4.0
0.125,0.875,0.875,193574.3,200034.9,0.8399516,0.1600484,999.9772,2.473196,3.094866e-05,0.9999691,0.9946545,0.005345452,8.0,0.6037994,6.059887,3.0,4.696882,1.000073e-15,1.561136e-10,0.03131767,2.720974e-07,8003.255,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.000073e-15,1.561136e-10,2.986682e-05,1.98993e-07,8003.225,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.0,0.001327414,0.06319083,0.7199312,0.5,0.0053187,-7.530893e-06,0.0,1.0,4,4.0
0.375,0.875,0.875,193574.3,200034.9,0.8399516,0.1600484,999.9772,2.473196,3.094866e-05,0.9999691,0.9946545,0.005345452,8.0,0.6037994,6.059887,3.0,4.696882,1.000073e-15,1.561136e-10,0.03131767,2.720974e-07,8003.255,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.000073e-15,1.561136e-10,2.986682e-05,1.98993e-07,8003.225,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.0,0.001327414,0.06319083,0.7199312,0.5,0.0053187,-7.530893e-06,0.0,1.0,4,4.0
0.625,0.875,0.875,193574.3,200034.9,0.8399516,0.1600484,999.9772,2.473196,3.094866e-05,0.9999691,0.9946545,0.005345452,8.0,0.6037994,6.059887,3.0,4.696882,1.000073e-15,1.561136e-10,0.03131767,2.720974e-07,8003.255,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.000073e-15,1.561136e-10,2.986682e-05,1.98993e-07,8003.225,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.0,0.001327414,0.06319083,0.7199312,0.5,0.0053187,-7.530893e-06,0.0,1.0,4,4.0
0.875,0.875,0.875,193574.3,200034.9,0.8399516,0.1600484,999.9772,2.473196,3.094866e-05,0.9999691,0.9946545,0.005345452,8.0,0.6037994,6.059887,3.0,4.696882,1.000073e-15,1.561136e-10,0.03131767,2.720974e-07,8003.255,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.000073e-15,1.561136e-10,2.986682e-05,1.98993e-07,8003.225,1e-15,0.000877691,9.999999e-16,1.000009e-15,1e-15,1e-15,1e-15,1.0,0.001327414,0.06319083,0.7199312,0.5,0.0053187,-7.530893e-06,0.0,1.0,4,4.0
0.125,0.125,0.125,194391.0,200180.5,0.8654252,0.1345748,999.9772,2.475,3.09713e-05,0.999969,0.9946584,0.005341565,8.0,0.6037993,6.059743,3.0,4.699771,1.000301e-15,9.999772e-26,0.03131767,4.923149e-09,8003.255,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.000301e-15,9.999772e-26,2.968571e-05,3.599789e-09,8003.225,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.0,0.001310619,2.960827e-05,0.7199143,0.5,4.334358e-11,-7.497829e-06,0.0,1.0,5,5.0
0.375,0.125,0.125,194391.0,200180.5,0.8654252,0.1345748,999.9772,2.475,3.09713e-05,0.999969,0.9946584,0.005341565,8.0,0.6037993,6.059743,3.0,4.699771,1.000301e-15,9.999772e-26,0.03131767,4.923149e-09,8003.255,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.000301e-15,9.999772e-26,2.968571e-05,3.599789e-09,8003.225,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.0,0.001310619,2.960827e-05,0.7199143,0.5,4.334358e-11,-7.497829e-06,0.0,1.0,5,5.0
0.625,0.125,0.125,194391.0,200180.5,0.8654252,0.1345748,999.9772,2.475,3.09713e-05,0.999969,0.9946584,0.005341565,8.0,0.6037993,6.059743,3.0,4.699771,1.000301e-15,9.999772e-26,0.03131767,4.923149e-09,8003.255,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.000301e-15,9.999772e-26,2.968571e-05,3.599789e-09,8003.225,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.0,0.001310619,2.960827e-05,0.7199143,0.5,4.334358e-11,-7.497829e-06,0.0,1.0,5,5.0
0.875,0.125,0.125,194391.0,200180.5,0.8654252,0.1345748,999.9772,2.475,3.09713e-05,0.999969,0.9946584,0.005341565,8.0,0.6037993,6.059743,3.0,4.699771,1.000301e-15,9.999772e-26,0.03131767,4.923149e-09,8003.255,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.000301e-15,9.999772e-26,2.968571e-05,3.599789e-09,8003.225,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.0,0.001310619,2.960827e-05,0.7199143,0.5,4.334358e-11,-7.497829e-06,0.0,1.0,5,5.0
0.125,0.375,0.125,194391.0,200180.5,0.8654252,0.1345748,999.9772,2.475,3.09713e-05,0.999969,0.9946584,0.005341565,8.0,0.6037993,6.059743,3.0,4.699771,1.000301e-15,9.999772e-26,0.03131767,4.923149e-09,8003.255,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.000301e-15,9.999772e-26,2.968571e-05,3.599789e-09,8003.225,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.0,0.001310619,2.960827e-05,0.7199143,0.5,4.334358e-11,-7.497829e-06,0.0,1.0,5,5.0
0.375,0.375,0.125,194391.0,200180.5,0.8654252,0.1345748,999.9772,2.475,3.09713e-05,0.999969,0.9946584,0.005341565,8.0,0.6037993,6.059743,3.0,4.699771,1.000301e-15,9.999772e-26,0.03131767,4.923149e-09,8003.255,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.000301e-15,9.999772e-26,2.968571e-05,3.599789e-09,8003.225,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.0,0.001310619,2.960827e-05,0.7199143,0.5,4.334358e-11,-7.497829e-06,0.0,1.0,5,5.0
0.625,0.375,0.125,194391.0,200180.5,0.8654252,0.1345748,999.9772,2.475,3.09713e-05,0.999969,0.9946584,0.005341565,8.0,0.6037993,6.059743,3.0,4.699771,1.000301e-15,9.999772e-26,0.03131767,4.923149e-09,8003.255,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.000301e-15,9.999772e-26,2.968571e-05,3.599789e-09,8003.225,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.0,0.001310619,2.960827e-05,0.7199143,0.5,4.334358e-11,-7.497829e-06,0.0,1.0,5,5.0
0.875,0.375,0.125,194391.0,200180.5,0.8654252,0.1345748,999.9772,2.475,3.09713e-05,0.999969,0.9946584,0.005341565,8.0,0.6037993,6.059743,3.0,4.699771,1.000301e-15,9.999772e-26,0.03131767,4.923149e-09,8003.255,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.000301e-15,9.999772e-26,2.968571e-05,3.599789e-09,8003.225,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.0,0.001310619,2.960827e-05,0.7199143,0.5,4.334358e-11,-7.497829e-06,0.0,1.0,5,5.0
0.125,0.625,0.125,194391.0,200180.5,0.8654252,0.1345748,999.9772,2.475,3.09713e-05,0.999969,0.9946584,0.005341565,8.0,0.6037993,6.059743,3.0,4.699771,1.000301e-15,9.999772e-26,0.03131767,4.923149e-09,8003.255,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.000301e-15,9.999772e-26,2.968571e-05,3.599789e-09,8003.225,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.0,0.001310619,2.960827e-05,0.7199143,0.5,4.334358e-11,-7.497829e-06,0.0,1.0,5,5.0
0.375,0.625,0.125,194391.0,200180.5,0.8654252,0.1345748,999.9772,2.475,3.09713e-05,0.999969,0.9946584,0.005341565,8.0,0.6037993,6.059743,3.0,4.699771,1.000301e-15,9.999772e-26,0.03131767,4.923149e-09,8003.255,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.000301e-15,9.999772e-26,2.968571e-05,3.599789e-09,8003.225,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.0,0.001310619,2.960827e-05,0.7199143,0.5,4.334358e-11,-7.497829e-06,0.0,1.0,5,5.0
0.625,0.625,0.125,194391.0,200180.5,0.8654252,0.1345748,999.9772,2.475,3.09713e-05,0.999969,0.9946584,0.005341565,8.0,0.6037993,6.059743,3.0,4.699771,1.000301e-15,9.999772e-26,0.03131767,4.923149e-09,8003.255,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.000301e-15,9.999772e-26,2.968571e-05,3.599789e-09,8003.225,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.0,0.001310619,2.960827e-05,0.7199143,0.5,4.334358e-11,-7.497829e-06,0.0,1.0,5,5.0
0.875,0.625,0.125,194391.0,200180.5,0.8654252,0.1345748,999.9772,2.475,3.09713e-05,0.999969,0.9946584,0.005341565,8.0,0.6037993,6.059743,3.0,4.699771,1.000301e-15,9.999772e-26,0.03131767,4.923149e-09,8003.255,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.000301e-15,9.999772e-26,2.968571e-05,3.599789e-09,8003.225,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.0,0.001310619,2.960827e-05,0.7199143,0.5,4.334358e-11,-7.497829e-06,0.0,1.0,5,5.0
0.125,0.875,0.125,194391.0,200180.5,0.8654252,0.1345748,999.9772,2.475,3.09713e-05,0.999969,0.9946584,0.005341565,8.0,0.6037993,6.059743,3.0,4.699771,1.000301e-15,9.999772e-26,0.03131767,4.923149e-09,8003.255,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.000301e-15,9.999772e-26,2.968571e-05,3.599789e-09,8003.225,1e-15,0.0008785836,9.999997e-16,1.000038e-15,1e-15,1e-15,1e-15,1.0,0.001310619,2.960827e-05,0.7199143,0.5,4.334358e-11,-7.497829e-06,0.0,1.0,5,5.0
