Sample ID,Calc Concentration (ppm),days_since_start,Gas,Water Activity,Moles
exp_02_03_01,45563.94860344565,21.0,CO2,0.8789,0.000189413345929777
exp_02_03_01,1.7952346079348547,21.0,CH4,0.8789,7.462948322967722e-09
exp_02_03_01,,21.0,N2O,0.8789,
exp_02_03_02,45864.727813175916,21.0,CO2,0.8789,0.00019066371158611993
exp_02_03_02,1.5998261376220466,21.0,CH4,0.8789,6.650618107535746e-09
exp_02_03_02,,21.0,N2O,0.8789,
exp_02_03_03,40751.48124776143,21.0,CO2,0.8789,0.00016940749542828992
exp_02_03_03,2.9321566170275557,21.0,CH4,0.8789,1.2189233212753761e-08
exp_02_03_03,,21.0,N2O,0.8789,
exp_02_03_04,40149.92282830091,21.0,CO2,0.8789,0.00016690676411560405
exp_02_03_04,1.8307634207190016,21.0,CH4,0.8789,7.610644725773535e-09
exp_02_03_04,,21.0,N2O,0.8789,
exp_02_03_05,45112.779788850254,21.0,CO2,0.8789,0.00018753779744526256
exp_02_03_05,1.5856146125083879,21.0,CH4,0.8789,6.591539546413421e-09
exp_02_03_05,,21.0,N2O,0.8789,
exp_02_04_01,20749.6638006989,21.0,CO2,0.7194,8.625817928148432e-05
exp_02_04_01,1.4896868179911913,21.0,CH4,0.7194,6.192759258837724e-09
exp_02_04_01,,21.0,N2O,0.7194,
exp_02_04_02,21501.61182502456,21.0,CO2,0.7194,8.938409342234168e-05
exp_02_04_02,1.8307634207190016,21.0,CH4,0.7194,7.610644725773535e-09
exp_02_04_02,,21.0,N2O,0.7194,
exp_02_04_03,20749.6638006989,21.0,CO2,0.7194,8.625817928148432e-05
exp_02_04_03,1.5287685120537529,21.0,CH4,0.7194,6.355225301924119e-09
exp_02_04_03,,21.0,N2O,0.7194,
exp_02_04_04,23155.89747854101,21.0,CO2,0.7194,9.626110453222785e-05
exp_02_04_04,2.434753238049499,21.0,CH4,0.7194,1.0121483573472368e-08
exp_02_04_04,,21.0,N2O,0.7194,
exp_02_04_05,23456.676688271273,21.0,CO2,0.7194,9.75114701885708e-05
exp_02_04_05,2.7722769594988943,21.0,CH4,0.7194,1.1524599400127598e-08
exp_02_04_05,,21.0,N2O,0.7194,
exp_02_05_01,13124.910834036717,21.0,CO2,0.7155,5.4561409893190754e-05
exp_02_05_01,0.958531066868195,21.0,CH4,0.7155,3.98469803689081e-09
exp_02_05_01,,21.0,N2O,0.7155,
exp_02_05_02,16087.586049879814,21.0,CO2,0.7155,6.687751160816873e-05
exp_02_05_02,0.8697090349078278,21.0,CH4,0.7155,3.6154570298762753e-09
exp_02_05_02,,21.0,N2O,0.7155,
exp_02_05_03,28720.312858550886,21.0,CO2,0.7155,0.00011939286917457227
exp_02_05_03,2.0261718910318094,21.0,CH4,0.7155,8.42297494120551e-09
exp_02_05_03,,21.0,N2O,0.7155,
exp_02_05_04,17290.702888800868,21.0,CO2,0.7155,7.18789742335405e-05
exp_02_05_04,1.2196678408316748,21.0,CH4,0.7155,5.0702665975135404e-09
exp_02_05_04,,21.0,N2O,0.7155,
exp_02_05_05,15786.806840149551,21.0,CO2,0.7155,6.56271459518258e-05
exp_02_05_05,0.8892498819391086,21.0,CH4,0.7155,3.696690051419473e-09
exp_02_05_05,,21.0,N2O,0.7155,
exp_02_06_01,13380.57316230744,21.0,CO2,0.6918,5.5624220701082255e-05
exp_02_06_01,0.9567546262289877,21.0,CH4,0.6918,3.977313216750519e-09
exp_02_06_01,,21.0,N2O,0.6918,
exp_02_06_02,12087.222560467308,21.0,CO2,0.6918,5.024764837880761e-05
exp_02_06_02,1.2605259755334437,21.0,CH4,0.6918,5.240117460740226e-09
exp_02_06_02,,21.0,N2O,0.6918,
exp_02_06_03,12312.806967765006,21.0,CO2,0.6918,5.118542262106481e-05
exp_02_06_03,1.9373498590714422,21.0,CH4,0.6918,8.053733934190976e-09
exp_02_06_03,,21.0,N2O,0.6918,
exp_02_06_04,11455.586220033754,21.0,CO2,0.6918,4.762188050048743e-05
exp_02_06_04,1.4950161399088133,21.0,CH4,0.6918,6.214913719258596e-09
exp_02_06_04,,21.0,N2O,0.6918,
exp_02_06_05,12959.482268685073,21.0,CO2,0.6918,5.387370878220214e-05
exp_02_06_05,2.2215803613446177,21.0,CH4,0.6918,9.235305156637488e-09
exp_02_06_05,,21.0,N2O,0.6918,
