Sample ID,Calc Concentration (ppm),days_since_start,Gas,Water Activity,Moles
exp_01_06_05,0.978713458761514,7.0,N2O,0.4539390818,4.0685980169090135e-09
exp_01_06_05,202.39804906303766,7.0,CH4,0.4539390818,8.41386509679936e-07
exp_01_01_01,6878.378715114541,13.0,CO2,0.996141297,2.8594025911605924e-05
exp_01_01_01,0.9785963223906443,13.0,N2O,0.996141297,4.068111070702275e-09
exp_01_01_01,1218.7064505087972,13.0,CH4,0.996141297,5.066270013297681e-06
exp_01_01_02,9487.453545583738,13.0,CO2,0.996141297,3.9440179692557304e-05
exp_01_01_02,0.9785318125052379,13.0,N2O,0.996141297,4.0678428974289986e-09
exp_01_01_02,2758.6867109136588,13.0,CH4,0.996141297,1.1468103540232956e-05
exp_01_01_03,9182.136278188405,13.0,CO2,0.996141297,3.817094893095661e-05
exp_01_01_03,0.9836637436521807,13.0,N2O,0.996141297,4.089176787037287e-09
exp_01_01_03,1155.850113349415,13.0,CH4,0.996141297,4.8049706856676695e-06
exp_01_01_04,9043.35570209962,13.0,CO2,0.996141297,3.759402585750175e-05
exp_01_01_04,0.9783247018205118,13.0,N2O,0.996141297,4.0669819200779525e-09
exp_01_01_04,1709.77158456647,13.0,CH4,0.996141297,7.107671010407144e-06
exp_01_01_05,7155.939867292114,13.0,CO2,0.996141297,2.9747872058515642e-05
exp_01_01_05,0.9802684865255232,13.0,N2O,0.996141297,4.075062404233259e-09
exp_01_01_05,1756.9138374360066,13.0,CH4,0.996141297,7.303645506129653e-06
exp_01_02_01,11596.918302133301,13.0,CO2,0.9046306353,4.820941040907118e-05
exp_01_02_01,0.9839693167935799,13.0,N2O,0.9046306353,4.09044708148965e-09
exp_01_02_01,32.17523099328594,13.0,CH4,0.9046306353,1.3375526804191152e-07
exp_01_02_02,11402.625495609,13.0,CO2,0.9046306353,4.740171810623438e-05
exp_01_02_02,0.9809814905221212,13.0,N2O,0.9046306353,4.078026424622105e-09
exp_01_02_02,78.6496352805041,13.0,CH4,0.9046306353,3.2695345840835114e-07
exp_01_02_03,11374.869380391241,13.0,CO2,0.9046306353,4.72863334915434e-05
exp_01_02_03,0.9801496525260902,13.0,N2O,0.9046306353,4.074568400835118e-09
exp_01_02_03,47.22146670081304,13.0,CH4,0.9046306353,1.9630379459334547e-07
exp_01_02_04,7905.354978171565,13.0,CO2,0.9046306353,3.286325665517189e-05
exp_01_02_04,0.9803363916680563,13.0,N2O,0.9046306353,4.075344691889339e-09
exp_01_02_04,44.07864984284394,13.0,CH4,0.9046306353,1.8323882821184493e-07
exp_01_02_05,9154.380162970649,13.0,CO2,0.9046306353,3.805556431626563e-05
exp_01_02_05,0.9820000676601185,13.0,N2O,0.9046306353,4.082260739463313e-09
exp_01_02_05,40.15012877038255,13.0,CH4,0.9046306353,1.669076202349692e-07
